age,sleep_cycle,exercise_habits,climate_zone,historical_cuisine_exposure,preferred_taste
42,Early Bird,Heavy,Cold,Mixed,Salty
49,Early Bird,,Dry,Mediterranean,Salty
57,Early Bird,Moderate,Temperate,Mediterranean,Salty
30,Night Owl,Heavy,,Asian,Sweet
62,,Heavy,Tropical,Mediterranean,Sour
34,Early Bird,Moderate,Tropical,Asian,Sweet
66,Night Owl,Light,Tropical,Mixed,Sweet
54,Irregular,Heavy,Dry,Mixed,Salty
23,Irregular,Light,Temperate,,Sweet
36,Early Bird,Light,Cold,Mixed,Sour
30,Early Bird,Moderate,Cold,Mixed,Sour
43,Night Owl,Moderate,Dry,Mediterranean,Sour
31,Early Bird,Moderate,Temperate,Asian,Sour
48,Night Owl,Light,Cold,Mixed,Sweet
21,Irregular,Moderate,Dry,Asian,Sweet
56,Irregular,Moderate,Temperate,Mediterranean,Salty
25,Irregular,Light,Temperate,Mixed,Sweet
,Irregular,Light,Cold,Mixed,Sour
30,Early Bird,Light,Cold,Asian,Sweet
49,Early Bird,Light,Temperate,Mixed,Sour
55,Night Owl,Heavy,Cold,Asian,Sweet
55,,Moderate,Dry,Mixed,Sour
45,,Heavy,Temperate,Mediterranean,Sour
47,,Light,,Mediterranean,Sweet
20,Night Owl,Light,Cold,Asian,Spicy
45,Irregular,Light,Dry,Mixed,Sour
20,Irregular,Light,Cold,Mixed,Sweet
62,Irregular,Light,Cold,Asian,Sweet
51,Night Owl,Moderate,,Mediterranean,Sour
33,Irregular,Heavy,,Mediterranean,Sour
39,Irregular,Heavy,Dry,Mediterranean,Salty
49,Irregular,Moderate,Dry,Asian,Sour
55,Irregular,Moderate,,Mediterranean,Sour
25,Early Bird,Moderate,Dry,Asian,Sweet
25,Night Owl,Heavy,Cold,Mediterranean,Sweet
23,Night Owl,Heavy,Cold,Mediterranean,Sweet
31,Early Bird,Light,Cold,Asian,Sweet
49,Irregular,Heavy,Dry,Mixed,Salty
52,Irregular,Heavy,Dry,Mixed,Salty
27,Irregular,Moderate,Temperate,Mixed,Sour
20,Night Owl,Heavy,Tropical,Mediterranean,Sweet
29,Night Owl,Light,,Mediterranean,Sweet
66,Night Owl,Heavy,Temperate,Mixed,Sour
48,Night Owl,Moderate,Tropical,Mediterranean,Sweet
,Night Owl,Moderate,Tropical,Mediterranean,Sweet
22,Early Bird,,Cold,Mixed,Sweet
69,Night Owl,Light,Cold,Asian,Sweet
42,Irregular,Heavy,Temperate,Mixed,Salty
58,Night Owl,Light,Temperate,Mixed,Sweet
48,Early Bird,Light,Cold,Asian,Sweet
38,Irregular,,Cold,Mediterranean,Salty
37,Early Bird,Moderate,Tropical,,Sour
,Irregular,,,Mixed,Sour
39,Night Owl,Heavy,Dry,Mediterranean,Sour
21,Early Bird,Heavy,Cold,Mediterranean,Sour
30,,Heavy,Tropical,Asian,Sweet
62,Night Owl,Moderate,Temperate,Mediterranean,Sour
59,Irregular,Heavy,Tropical,Mixed,Sour
67,Early Bird,Heavy,Cold,Mediterranean,Salty
66,Early Bird,Light,Tropical,Mediterranean,Sweet
37,Early Bird,Heavy,Cold,Asian,Sour
69,Early Bird,Light,Tropical,Asian,Sweet
30,Night Owl,Moderate,Dry,Mixed,Sweet
,Irregular,Heavy,,Mixed,Salty
53,Night Owl,Light,Temperate,Mediterranean,Sweet
,Early Bird,Heavy,Temperate,Mixed,Salty
18,Irregular,Light,Cold,Mixed,Sweet
32,Early Bird,Heavy,Cold,Mediterranean,Salty
30,Night Owl,Moderate,Cold,Mediterranean,Sweet
34,Night Owl,Moderate,Tropical,Mediterranean,Sweet
41,,Light,Tropical,Asian,Spicy
25,Irregular,,Tropical,Asian,Spicy
67,Irregular,Moderate,Temperate,Mediterranean,Salty
44,Early Bird,Heavy,Cold,Asian,Sour
62,Irregular,Light,Tropical,Asian,Sweet
40,,Moderate,Temperate,Asian,Sour
63,Night Owl,Light,Dry,Mixed,Sweet
25,Early Bird,Moderate,,Mediterranean,Sour
25,Night Owl,Moderate,Dry,Mediterranean,Sweet
43,Early Bird,Light,Temperate,Mixed,Sour
64,Early Bird,Light,Cold,Asian,Sweet
30,Irregular,Moderate,Tropical,Mediterranean,Sweet
56,Night Owl,Heavy,Temperate,Asian,Sweet
54,Irregular,Moderate,Dry,Mixed,Salty
66,Irregular,Heavy,Dry,,Sour
45,Irregular,,Dry,Mixed,Salty
42,Early Bird,Heavy,,Mixed,Salty
33,Night Owl,Light,,Asian,Sweet
19,Night Owl,Moderate,Cold,Asian,Sweet
35,Irregular,Moderate,Cold,Mediterranean,Salty
34,Early Bird,Heavy,Dry,Mixed,Salty
47,Night Owl,Heavy,Temperate,Asian,Sweet
56,,Heavy,Cold,Asian,Sweet
,Irregular,Moderate,Temperate,Mediterranean,Sour
49,,Heavy,Tropical,,Sour
67,Irregular,Moderate,Temperate,Mediterranean,Salty
46,Night Owl,Moderate,Dry,Mixed,Sour
63,Early Bird,Light,Temperate,Mediterranean,Sour
47,Irregular,Heavy,Dry,Mixed,Salty
35,Night Owl,Heavy,Cold,,Sour
30,Irregular,Heavy,Cold,Mixed,Sour
60,Irregular,Light,Cold,Mediterranean,Sour
,Irregular,,Tropical,Mixed,Sour
47,Early Bird,,Dry,Mediterranean,Salty
38,Night Owl,Heavy,Tropical,Mediterranean,Sweet
65,Night Owl,Moderate,Tropical,Asian,Sweet
34,,Moderate,Cold,Mixed,Sour
57,Night Owl,Moderate,Dry,Asian,Sweet
36,Early Bird,Moderate,Temperate,Mixed,Salty
69,Irregular,Heavy,,Asian,Sour
32,Night Owl,Light,Dry,Mediterranean,Sweet
26,Early Bird,,Temperate,Asian,Sweet
69,Irregular,Moderate,Cold,Mediterranean,Salty
27,Early Bird,Heavy,Cold,Mixed,Sour
61,Early Bird,Light,Tropical,Mediterranean,Sweet
48,Night Owl,,Cold,Asian,Sweet
40,Night Owl,Light,Temperate,,Sweet
69,Irregular,,Tropical,Asian,Sweet
47,Irregular,Moderate,Dry,Mediterranean,Salty
50,Night Owl,Moderate,Dry,,Sour
,Early Bird,Light,Tropical,Asian,Sweet
26,Night Owl,Heavy,Cold,Mixed,Sweet
,Irregular,Moderate,Tropical,Asian,Sweet
18,Early Bird,Heavy,Tropical,Mediterranean,Sweet
,Early Bird,Heavy,Cold,,Salty
52,Early Bird,Moderate,Dry,Asian,Sour
28,Night Owl,Light,Tropical,Mediterranean,Spicy
51,Night Owl,Moderate,Dry,Mixed,Sour
33,,,Temperate,Asian,Sour
26,Early Bird,Light,Cold,Mixed,Sweet
49,,Heavy,Temperate,Mediterranean,Salty
32,,,Dry,Asian,Sweet
29,Irregular,Light,Temperate,Asian,Sweet
50,Irregular,Moderate,Temperate,Mediterranean,Salty
62,Early Bird,Light,Temperate,Mediterranean,Sour
31,Night Owl,Light,Tropical,Mediterranean,Sweet
25,Early Bird,Light,Tropical,Asian,Spicy
25,Night Owl,Heavy,Cold,Mediterranean,Sweet
44,Irregular,Heavy,Dry,Asian,Sour
29,Early Bird,Moderate,Dry,Asian,Sweet
,Early Bird,Moderate,Cold,Mixed,Sour
60,Early Bird,Heavy,Dry,Mediterranean,Salty
57,Irregular,Light,Dry,Mediterranean,Sour
59,Early Bird,Moderate,Temperate,Mixed,Salty
68,Irregular,Moderate,Temperate,Asian,Sour
,Night Owl,Light,Dry,Asian,Spicy
56,Irregular,Light,Cold,Asian,Sweet
60,Night Owl,Light,Cold,Mediterranean,Sweet
48,Irregular,Light,Dry,Asian,Sweet
34,Irregular,Light,Cold,Mixed,Sour
,Early Bird,Heavy,Cold,Asian,Sour
49,Irregular,Light,Temperate,Mediterranean,Sour
46,Early Bird,Moderate,Cold,Mediterranean,Salty
38,Night Owl,Heavy,Tropical,Asian,Sweet
38,Night Owl,Moderate,Temperate,Asian,Sweet
,Early Bird,Light,Tropical,Mediterranean,Sweet
40,Night Owl,Moderate,Dry,Asian,Sweet
23,Irregular,Light,Cold,Mixed,Sweet
39,Early Bird,Moderate,Tropical,Mediterranean,Sour
67,,Moderate,Cold,Asian,Sour
55,Early Bird,Light,Tropical,Asian,Sweet
54,Night Owl,Moderate,Temperate,Asian,Sweet
,Night Owl,Heavy,Dry,Mixed,Sour
68,Irregular,Moderate,Tropical,Mediterranean,Sour
25,Irregular,Heavy,Temperate,Mixed,Sour
58,Early Bird,Heavy,Dry,Asian,Sour
66,Irregular,Moderate,Tropical,Mixed,Sour
52,Night Owl,Heavy,Tropical,Asian,Sweet
68,Irregular,Heavy,,Asian,Sour
28,Night Owl,Moderate,Dry,Mediterranean,Sweet
41,Irregular,Light,Dry,Mediterranean,Sour
66,Night Owl,Light,Temperate,Asian,Sweet
38,Night Owl,Heavy,Cold,,Sweet
68,Irregular,Heavy,Temperate,Asian,Sour
19,Irregular,Light,Dry,Mediterranean,Sweet
57,Night Owl,Heavy,Temperate,Mediterranean,Sour
36,Early Bird,Light,Cold,Asian,Sweet
56,Irregular,Moderate,Temperate,Mediterranean,Salty
45,Night Owl,,Temperate,Asian,Sweet
34,Irregular,,Tropical,Mixed,Sour
23,Irregular,Light,Cold,Mediterranean,Sweet
36,Irregular,Light,Dry,Asian,Sweet
55,Irregular,Moderate,Cold,Mixed,Salty
45,Irregular,Heavy,Dry,Asian,Sour
19,Early Bird,Moderate,Dry,Mixed,Sour
55,Early Bird,Moderate,Tropical,Mediterranean,Sour
54,Early Bird,Heavy,Cold,Mediterranean,Salty
68,,Light,Tropical,Asian,Spicy
69,Early Bird,Moderate,Temperate,Mediterranean,Salty
21,Early Bird,Moderate,Cold,Mediterranean,Sour
39,Night Owl,Light,,Mixed,Sweet
43,Early Bird,Moderate,Cold,Mediterranean,Salty
66,Irregular,Light,Dry,Mixed,Sour
60,Early Bird,Heavy,Temperate,,Salty
53,Early Bird,Light,Cold,Mixed,Sour
,Early Bird,Light,,Mediterranean,Sweet
69,Irregular,Moderate,Temperate,Asian,Sour
49,Irregular,Light,,Asian,Sweet
34,Irregular,Light,Cold,Mediterranean,Sour
58,Irregular,Moderate,Tropical,Mixed,Sour
53,Night Owl,Light,Tropical,Mediterranean,Sweet
63,Irregular,Moderate,Tropical,Asian,Sweet
36,Irregular,Heavy,Tropical,Mixed,Sour
52,Irregular,,Tropical,Mediterranean,Sweet
63,Irregular,Heavy,Dry,Mixed,Salty
57,Night Owl,Light,Tropical,Mixed,Sweet
45,Early Bird,Light,Dry,Asian,Sweet
18,Early Bird,Heavy,Cold,,Sour
59,Irregular,Heavy,Dry,Mediterranean,Salty
35,Irregular,Moderate,Dry,,Salty
,Irregular,,Tropical,Mixed,Sour
57,,Heavy,Cold,Mediterranean,Salty
50,Early Bird,Light,,,Sweet
29,Irregular,Moderate,Cold,Asian,Sweet
25,Early Bird,,Temperate,Mediterranean,Sweet
41,Night Owl,Moderate,Dry,Mixed,Sour
33,,Moderate,Tropical,Mediterranean,Sour
67,Irregular,Moderate,Temperate,Mediterranean,Salty
21,Night Owl,,Tropical,Mediterranean,Sweet
55,Night Owl,Light,Temperate,Asian,Sweet
61,Early Bird,Heavy,,Mixed,Salty
44,Night Owl,Moderate,Temperate,Mediterranean,Sour
26,Irregular,Heavy,Cold,Asian,Sweet
64,Early Bird,Heavy,Temperate,Asian,Sour
33,Night Owl,,Tropical,Mixed,Sweet
29,Early Bird,Light,Tropical,Mediterranean,Sweet
48,Early Bird,Heavy,Temperate,Mixed,Salty
41,Early Bird,Heavy,Dry,Mediterranean,Salty
31,Early Bird,Heavy,Dry,Asian,Sour
62,Night Owl,Heavy,Temperate,Asian,Sweet
42,Irregular,Heavy,Dry,Mixed,Salty
,Irregular,Heavy,Tropical,Mediterranean,Sour
20,Night Owl,Heavy,Dry,Mixed,Sweet
41,Irregular,Moderate,Temperate,Mediterranean,Salty
,Early Bird,Heavy,Dry,Mixed,Salty
,,Heavy,Temperate,Asian,Sweet
43,Early Bird,Light,Tropical,Mixed,Sweet
37,Night Owl,Moderate,Cold,Mediterranean,Sour
57,Early Bird,Heavy,Tropical,Mixed,Sour
27,Early Bird,Light,Tropical,Mediterranean,Sweet
36,Night Owl,Heavy,Temperate,Mixed,Sour
20,Early Bird,Heavy,Tropical,Mediterranean,Sweet
41,Early Bird,Heavy,Tropical,Mediterranean,Sour
22,Irregular,Heavy,Dry,Mediterranean,Sour
20,Night Owl,Heavy,,Mixed,Sweet
44,Early Bird,Light,Dry,Mixed,Sour
33,Early Bird,,Temperate,Asian,Sour
66,Early Bird,Light,Dry,Mediterranean,Sour
32,Early Bird,Heavy,,Asian,Sour
52,Irregular,Light,,Asian,Sweet
29,Irregular,,Tropical,Mediterranean,Sweet
58,Irregular,Heavy,Dry,Asian,Sour
61,Irregular,,,Mixed,Salty
43,Night Owl,Moderate,Dry,Asian,Sweet
64,Early Bird,Moderate,Dry,Mixed,Salty
51,Irregular,Heavy,Cold,Mediterranean,Salty
40,Early Bird,Moderate,Cold,Mediterranean,Salty
48,Night Owl,Light,Cold,Mediterranean,Sweet
67,Early Bird,Heavy,,Asian,Sweet
37,Early Bird,Moderate,Tropical,Mediterranean,Sour
,Irregular,Heavy,Dry,Mediterranean,Sour
40,,Moderate,Tropical,Mixed,Sour
21,,Light,Cold,Asian,Spicy
40,Early Bird,Heavy,Temperate,Asian,Sour
65,Irregular,Heavy,Tropical,Mediterranean,Sour
65,Irregular,Moderate,Cold,Asian,Sour
18,Irregular,,Cold,Mediterranean,Sweet
42,Night Owl,Heavy,Cold,Mixed,Sour
19,Early Bird,Moderate,Cold,,Sweet
47,Irregular,Light,,Asian,Sweet
20,Early Bird,Light,Cold,Mixed,Sweet
38,Night Owl,Light,Cold,Asian,Sweet
,Early Bird,Light,Dry,,Sour
37,Irregular,Heavy,Tropical,Asian,Sweet
66,,Heavy,Temperate,Asian,Sour
69,Early Bird,Light,Dry,Mixed,Sour
39,Night Owl,Moderate,Dry,Mixed,Sour
38,Night Owl,Moderate,Tropical,Mediterranean,Sweet
50,Early Bird,Light,Tropical,Asian,Sweet
69,Early Bird,Light,Cold,Asian,Sweet
55,Early Bird,Moderate,Tropical,,Sour
32,Night Owl,Light,Temperate,Mediterranean,Sweet
63,Night Owl,Light,,Asian,Sweet
69,Early Bird,Heavy,Temperate,Mediterranean,Salty
32,Night Owl,Heavy,Cold,Asian,Sweet
63,Irregular,Light,Temperate,Mixed,Sour
42,Night Owl,Light,Cold,Mixed,Sweet
38,,Heavy,Temperate,Mixed,Sour
41,Night Owl,Light,Dry,Mixed,Sweet
22,Irregular,Heavy,Temperate,Mixed,Sour
23,Irregular,Heavy,Tropical,Mixed,Sweet
66,Irregular,Moderate,Temperate,Mediterranean,Salty
60,Early Bird,Heavy,Dry,Mixed,Salty
65,Early Bird,Moderate,Cold,Mediterranean,Salty
,Irregular,Moderate,Temperate,,Salty
64,Early Bird,Heavy,Temperate,Asian,Sour
40,Early Bird,Light,Tropical,Asian,Sweet
21,Early Bird,,,Asian,Sweet
44,Irregular,Moderate,Cold,Mediterranean,Salty
35,Night Owl,Heavy,Cold,Mixed,Sour
38,Irregular,Heavy,Dry,Mediterranean,Salty
45,Irregular,Moderate,Dry,Mixed,Salty
52,Early Bird,Heavy,Tropical,Asian,Sweet
39,Early Bird,Heavy,Temperate,Mediterranean,Salty
57,Night Owl,Moderate,Dry,Mixed,Sour
40,Night Owl,Light,Cold,Mediterranean,Sweet
20,Night Owl,Moderate,Temperate,Mediterranean,Sweet
,Night Owl,Moderate,Temperate,Asian,Sweet
67,Irregular,Heavy,Temperate,Asian,Sour
27,Night Owl,Moderate,Tropical,Asian,Spicy
42,Irregular,Heavy,Dry,Asian,Sour
69,Early Bird,,Dry,Asian,Sour
66,,Heavy,Temperate,,Sour
25,Early Bird,Moderate,Tropical,Mixed,Sweet
,Early Bird,Moderate,Tropical,Asian,Sweet
22,Irregular,Heavy,Dry,Asian,Sweet
62,Night Owl,Light,Dry,Asian,Sweet
,Irregular,Light,Tropical,Mediterranean,Sweet
62,Early Bird,Moderate,Cold,Asian,Sour
55,Night Owl,Heavy,Tropical,Mixed,Sweet
46,Early Bird,Heavy,Cold,Mixed,Salty
,Early Bird,Moderate,Dry,Mediterranean,Sour
26,Night Owl,Light,Tropical,Mixed,Spicy
65,Night Owl,Moderate,Tropical,Asian,Sweet
19,Night Owl,Moderate,Tropical,Mediterranean,Sweet
18,Irregular,Heavy,Tropical,Mediterranean,Sweet
57,Irregular,Moderate,Temperate,Mixed,Salty
,Early Bird,Light,Temperate,Asian,Sweet
,Night Owl,Moderate,Dry,Asian,Sweet
28,Early Bird,Heavy,Dry,Asian,Sweet
45,Early Bird,,Tropical,Mediterranean,Sweet
61,Early Bird,Heavy,Temperate,Mixed,Salty
29,Early Bird,Moderate,Dry,Mixed,Sour
56,Early Bird,Moderate,Cold,Mixed,Salty
,Night Owl,Moderate,Temperate,Asian,Sweet
30,Irregular,Heavy,Temperate,Mediterranean,Sour
25,Night Owl,Moderate,Temperate,Mediterranean,Sweet
45,Night Owl,Light,Tropical,Mixed,Sweet
47,,Light,Cold,Mixed,Sweet
26,Irregular,Heavy,Tropical,Mediterranean,Sweet
56,Irregular,Heavy,Dry,Mixed,Salty
48,Irregular,Heavy,Cold,,Salty
38,Night Owl,Moderate,Tropical,Mediterranean,Sweet
64,Irregular,Light,Temperate,Mixed,Sour
51,Early Bird,Light,Cold,Mediterranean,Sour
,Irregular,Light,Temperate,Mediterranean,Sour
69,,Heavy,Dry,Mixed,Sour
42,Night Owl,Heavy,Cold,Mixed,Sour
29,Early Bird,Moderate,Dry,,Sour
18,Irregular,,Dry,Mediterranean,Sour
39,Irregular,Light,Dry,Mixed,Sour
57,Early Bird,Moderate,Cold,Mixed,Salty
54,Night Owl,Heavy,Dry,Mediterranean,Sour
,,Heavy,Tropical,Mediterranean,Sweet
18,Irregular,Light,Tropical,Mixed,Sweet
18,Irregular,Moderate,Dry,Mixed,Sour
59,Irregular,,Temperate,Mediterranean,Salty
59,Irregular,Heavy,Dry,Mediterranean,Salty
38,Irregular,Moderate,Dry,Asian,Sour
32,Night Owl,Moderate,,Mediterranean,Sour
34,Night Owl,Heavy,Cold,Mediterranean,Sour
,,Heavy,Cold,Asian,Sweet
,Night Owl,Light,Dry,Mixed,Sweet
52,Early Bird,Moderate,Tropical,Asian,Sweet
62,Night Owl,Heavy,Tropical,,Sweet
33,Early Bird,Heavy,Tropical,Asian,Sweet
25,Night Owl,Heavy,Dry,Asian,Sweet
64,Irregular,,Tropical,Asian,Sweet
34,,Light,Tropical,Asian,Sweet
34,Irregular,Moderate,Cold,Asian,Sour
43,Early Bird,Heavy,Dry,Asian,Sour
30,Night Owl,Moderate,Cold,Mixed,Sweet
34,Night Owl,Moderate,Temperate,Asian,Sweet
55,Early Bird,Heavy,Cold,Asian,Sour
34,Early Bird,Heavy,Dry,Asian,Sour
65,Early Bird,Heavy,Tropical,Asian,Sweet
31,Early Bird,Light,Dry,Mediterranean,Sour
62,Early Bird,Heavy,Cold,Asian,Sour
23,Irregular,Moderate,Dry,Asian,Sweet
52,Night Owl,Moderate,Dry,Asian,Sweet
63,,Light,Cold,Mixed,Sour
31,Irregular,Heavy,Cold,Asian,Sour
64,Early Bird,Heavy,Temperate,Mediterranean,Salty
25,Irregular,Light,Temperate,Mixed,Sweet
32,Early Bird,Light,Cold,Mediterranean,Sour
44,Night Owl,Heavy,Dry,Mixed,Sour
30,Early Bird,Heavy,Cold,,Sour
66,Early Bird,Moderate,Tropical,,Sweet
,Night Owl,Heavy,Temperate,Asian,Sweet
,Night Owl,,Tropical,Mixed,Sweet
23,Early Bird,Moderate,Dry,Asian,Sweet
22,Night Owl,Moderate,Tropical,Asian,Spicy
39,Night Owl,Moderate,Cold,Mixed,Sour
66,Irregular,Moderate,Cold,Mixed,Salty
40,Night Owl,Light,Cold,Mediterranean,Sweet
42,Night Owl,Moderate,Tropical,Mixed,Sweet
51,Early Bird,Light,Tropical,Mediterranean,Sweet
43,Early Bird,Moderate,Tropical,Mediterranean,Sour
64,Irregular,Moderate,,Asian,Sour
,,Moderate,Cold,Asian,Sweet
43,Night Owl,Heavy,Cold,Mixed,Sour
37,Night Owl,Light,Tropical,Mixed,Sweet
23,Night Owl,Moderate,Tropical,Mediterranean,Sweet
23,Early Bird,Heavy,Dry,Mediterranean,Sour
67,Night Owl,,Temperate,Asian,Sweet
,Night Owl,Light,Cold,Mixed,Sweet
21,Irregular,Heavy,Tropical,Mixed,Sweet
34,Irregular,Light,Temperate,Mixed,Sour
31,Irregular,Heavy,Tropical,Mixed,Sour
31,Early Bird,Moderate,Tropical,Asian,Sweet
30,Night Owl,Heavy,Cold,Asian,Sweet
24,Night Owl,Light,Temperate,,Sweet
61,Night Owl,Light,Tropical,Asian,Spicy
,Irregular,Moderate,Temperate,,Salty
36,Night Owl,Heavy,Temperate,Asian,Sweet
60,Night Owl,Moderate,Cold,Asian,Sweet
64,Night Owl,Heavy,Temperate,,Sour
61,,Heavy,Dry,Mediterranean,Sour
52,Night Owl,Heavy,Dry,Mediterranean,Sour
34,Early Bird,Moderate,Cold,Mediterranean,Salty
52,Night Owl,Moderate,Cold,Asian,Sweet
36,Early Bird,Light,Dry,Mixed,Sour
37,Night Owl,Moderate,Cold,Asian,Sweet
53,Early Bird,Heavy,Temperate,Mixed,Salty
52,Night Owl,Heavy,Tropical,Asian,Sweet
49,Night Owl,Heavy,Cold,Mediterranean,Sour
65,,Moderate,Dry,Asian,Sweet
61,Night Owl,Light,Tropical,Mediterranean,Sweet
,Irregular,Moderate,Temperate,Mixed,Salty
41,Night Owl,Light,Tropical,Mediterranean,Sweet
34,,Moderate,Dry,Mediterranean,Salty
24,Irregular,Heavy,Tropical,Mediterranean,Sweet
60,Irregular,Light,,Mediterranean,Sour
,Night Owl,Moderate,,Mixed,Sour
18,Early Bird,Heavy,Cold,Asian,Sweet
52,,Light,Dry,Asian,Sweet
49,Irregular,Light,Cold,Asian,Sweet
53,Early Bird,Heavy,Temperate,Asian,Sour
30,Night Owl,Heavy,Tropical,Mediterranean,Sweet
23,Night Owl,Moderate,Dry,Mixed,Sweet
,Night Owl,Moderate,Dry,Mixed,Sour
54,Night Owl,Heavy,Dry,Asian,Sweet
65,Night Owl,Moderate,Temperate,Asian,Sweet
32,Irregular,Heavy,Temperate,Mixed,Salty
64,Night Owl,Heavy,Temperate,Mixed,Sour
21,Night Owl,Moderate,Dry,Mediterranean,Sweet
57,Irregular,Moderate,Temperate,Mixed,Salty
33,Irregular,Light,Cold,Mixed,Sour
45,Irregular,Light,Tropical,Mediterranean,Sweet
33,,Moderate,Cold,Mediterranean,Salty
21,Early Bird,,Cold,Mediterranean,Sour
62,Night Owl,Moderate,Temperate,Mixed,Sour
43,Night Owl,Light,Dry,Mixed,Sweet
45,Night Owl,Moderate,Cold,,Sour
49,Early Bird,Light,Tropical,Mediterranean,Sweet
62,Night Owl,Light,Temperate,Mixed,Sweet
19,Night Owl,Light,Cold,Mixed,Sweet
,Early Bird,Light,Temperate,Mediterranean,Sour
20,Irregular,Heavy,Tropical,Asian,Sweet
25,Early Bird,Moderate,Temperate,Asian,Sweet
41,Night Owl,Moderate,Dry,,Sour
32,Early Bird,Heavy,Cold,Mediterranean,Salty
,Irregular,,,,Salty
,Irregular,Light,Dry,Mixed,Sour
26,Irregular,Heavy,Tropical,Mixed,Sweet
56,Irregular,Light,Tropical,Asian,Sweet
,Irregular,Heavy,Temperate,Mediterranean,Salty
19,Irregular,Light,Cold,Mixed,Sweet
25,Night Owl,Moderate,Tropical,Mediterranean,Sweet
24,Night Owl,Moderate,Dry,Mixed,Sweet
,Early Bird,Moderate,Dry,Asian,Sour
68,Night Owl,Heavy,Dry,Mixed,Sour
56,,Moderate,Tropical,Asian,Sweet
59,Night Owl,Heavy,Dry,,Sweet
33,Early Bird,,Cold,Mixed,Sour
52,Irregular,Moderate,Tropical,Mixed,Sour
,Night Owl,Light,Tropical,Asian,Spicy
27,Night Owl,Moderate,Cold,Mediterranean,Sweet
55,Early Bird,,Dry,Mediterranean,Sour
35,Irregular,,Tropical,Asian,Sweet
67,Early Bird,Moderate,Cold,Asian,Sour
22,Irregular,Heavy,Cold,Mixed,Sour
46,Irregular,Heavy,Temperate,Mixed,Salty
56,Night Owl,Light,Dry,Asian,Sweet
51,Early Bird,Moderate,Dry,Asian,Sour
60,Early Bird,Heavy,Cold,Mediterranean,Salty
62,Early Bird,Light,Tropical,,Sweet
40,Irregular,Light,Temperate,Mediterranean,Sour
22,Early Bird,Light,Temperate,Asian,Sweet
47,Irregular,Moderate,Tropical,Asian,Sweet
23,Early Bird,Moderate,Temperate,Mediterranean,Sour
63,Early Bird,Light,Tropical,Mediterranean,Sweet
61,Night Owl,Moderate,Temperate,Mixed,Sour
21,Early Bird,Light,Tropical,Mixed,Sweet
46,Night Owl,,Cold,Asian,Sweet
,Night Owl,,Cold,Mixed,Sour
23,Irregular,Light,Temperate,Asian,Sweet
49,Early Bird,Light,Temperate,Asian,Sweet
59,Early Bird,Moderate,Cold,Asian,Sour
35,Early Bird,Light,Dry,Mediterranean,Sour
32,Night Owl,Light,Tropical,Mixed,Sweet
57,Early Bird,,Dry,Mixed,Sour
49,Irregular,Light,Temperate,Mixed,Sour
26,Irregular,Moderate,,Mixed,Sour
54,Early Bird,,Temperate,Mediterranean,Salty
27,Night Owl,Moderate,Dry,Mixed,Sweet
37,Irregular,Light,Cold,Mixed,Sour
23,,Light,,Mediterranean,Sweet
65,Night Owl,Moderate,Cold,Mixed,Sour
20,Irregular,Light,Tropical,Mixed,Sweet
59,Night Owl,Moderate,Temperate,Mediterranean,Sour
28,Irregular,,Dry,Mediterranean,Sour
60,Night Owl,Light,Tropical,,Sweet
34,Irregular,Heavy,Dry,Mediterranean,Salty
49,Early Bird,Heavy,Tropical,Asian,Sweet
21,Irregular,Light,Cold,Mediterranean,Sweet
21,Irregular,Light,Tropical,Mixed,Sweet
34,Early Bird,Moderate,Temperate,Mixed,Salty
58,Early Bird,Moderate,Temperate,Mixed,Salty
36,Early Bird,Light,Dry,Mixed,Sour
22,Early Bird,Moderate,Cold,Asian,Sweet
49,,Heavy,Cold,Asian,Sweet
39,Night Owl,Heavy,Dry,Asian,Sweet
23,Irregular,Light,Temperate,,Sweet
52,Irregular,Moderate,Temperate,Mixed,Salty
39,Irregular,Light,Dry,Mediterranean,Sour
18,Night Owl,Heavy,Cold,Mediterranean,Sweet
37,Irregular,Light,Dry,Mixed,Sour
,Irregular,,Dry,Mediterranean,Sour
65,Night Owl,Light,Tropical,Mediterranean,Sweet
28,Irregular,Light,Dry,Mixed,Sweet
30,Night Owl,,Temperate,Asian,Sweet
59,Night Owl,Light,Dry,,Sweet
20,Early Bird,Light,Cold,Mixed,Sweet
26,Early Bird,Moderate,,Mediterranean,Sour
29,Night Owl,Light,Temperate,Mediterranean,Sweet
,Night Owl,Moderate,Cold,Mixed,Sour
31,Early Bird,,Dry,Asian,Sweet
50,Irregular,Moderate,Temperate,Mixed,Salty
35,Irregular,Light,Cold,Asian,Sweet
66,Irregular,,Dry,Asian,Sour
58,Night Owl,Light,Cold,Mixed,Sweet
26,Early Bird,Light,Tropical,Mixed,Sweet
40,Irregular,Moderate,Cold,Mixed,Salty
27,Early Bird,Light,Temperate,Asian,Sweet
36,Early Bird,Light,Dry,Mediterranean,Sour
64,Night Owl,Light,Dry,Asian,Sweet
22,Irregular,Light,Temperate,Asian,Sweet
64,Early Bird,Heavy,Tropical,Asian,Sweet
69,Night Owl,,Dry,Mediterranean,Sweet
40,Night Owl,Heavy,Temperate,Asian,Sweet
47,Night Owl,Heavy,Cold,Asian,Sweet
42,Irregular,Light,Tropical,Asian,Sweet
45,Irregular,Moderate,Temperate,Mediterranean,Salty
51,Night Owl,Moderate,Cold,Asian,Sweet
